date,open,high,low,close,volume
2025-01-02,486.03,486.16,482.85,484.73,45845
2025-01-03,484.98,490.77,484.91,486.66,18010
2025-01-06,486.75,489.48,478.8,479.92,44173
2025-01-07,482.7,493.29,481.23,491.73,12924
2025-01-08,488.81,502.01,483.77,494.9,12636
2025-01-09,493.14,495.83,487.17,491.33,27889
2025-01-10,493.55,502.58,492.05,497.66,45755
2025-01-13,501.02,510.7,496.36,509.6,45137
2025-01-14,505.89,506.9,497.96,500.06,4545
2025-01-15,502.31,514.8,501.9,513.27,48593
2025-01-16,513.09,513.98,508.22,508.79,38168
2025-01-17,510.55,518.72,508.15,516.29,7598
2025-01-20,511.86,517.97,507.45,510.61,48771
2025-01-21,511.81,521.18,510.3,517.47,28437
2025-01-22,519.84,526.05,507.4,512.25,25325
2025-01-23,512.93,525.14,512.27,519.43,37848
2025-01-24,516.31,518.04,505.6,513.28,44240
2025-01-27,514.01,515.92,501.46,505.93,3296
2025-01-28,509.17,510.77,497.97,502.4,18143
2025-01-29,502.08,517.57,495.8,512.7,30029
2025-01-30,512.5,520.68,511.05,514.25,25329
2025-01-31,518.93,525.29,513.49,515.99,13997
2025-02-03,513.36,525.35,507.29,524.44,41534
2025-02-04,522.3,534.97,520.37,532.82,11872
2025-02-05,536.26,550.28,532.78,546.5,32114
2025-02-06,549.2,565.53,547.96,559.49,19635
2025-02-07,562.87,567.18,557.7,563.39,46375
2025-02-10,565.45,568.95,556.12,559.29,34389
2025-02-11,559.89,568.5,554.62,567.98,45858
2025-02-12,572.6,579.01,571.34,576.44,27077
2025-02-13,575.04,587.63,567.61,583.43,19152
2025-02-14,583.7,587.13,577.39,582.59,42331
2025-02-17,584.67,601.36,582.55,594.01,39371
2025-02-18,590.73,601.84,589.51,596.9,32265
2025-02-19,591.82,593.99,584.82,584.86,38812
2025-02-20,583.63,595.52,581.5,593.84,32346
2025-02-21,591.59,598.24,585.52,597.36,40377
2025-02-24,598.07,598.09,586.28,593.52,26170
2025-02-25,594.02,596.2,592.26,596.2,27066
2025-02-26,595.18,608.5,592.13,601.19,44971
2025-02-27,601.67,609.58,595.98,600.66,28961
2025-02-28,596.06,609.61,589.55,605.23,15775
2025-03-03,603.37,607.1,600.63,603.89,22683
2025-03-04,598.29,608.97,592.17,608.26,15455
2025-03-05,603.9,609.65,591.8,600.18,37310
2025-03-06,605.81,611.33,597.45,609.35,22607
2025-03-07,612.52,623.27,605.07,621.33,41366
2025-03-10,624.11,637.21,615.14,633.12,40839
2025-03-11,628.53,640.73,619.18,638.03,8564
2025-03-12,642.68,648.23,627.94,637.18,30785
2025-03-13,638.79,640.05,633.56,633.71,24426
2025-03-14,639.48,655.42,637.24,652.34,12375
2025-03-17,654.85,656.18,652.14,654.33,4267
2025-03-18,651.55,651.8,631.9,640.68,34287
2025-03-19,637.14,645.14,630.16,633.36,3165
2025-03-20,637.07,644.69,632.73,642.09,30663
2025-03-21,643.54,649.62,625.49,631.35,42267
2025-03-24,635.01,636.96,625.78,628.91,12762
2025-03-25,624.25,624.67,612.76,620.69,38799
2025-03-26,623.0,639.01,617.95,632.73,46959
2025-03-27,631.49,644.67,627.14,637.96,32523
2025-03-28,632.27,643.13,628.32,640.89,7546
2025-03-31,639.88,644.1,638.79,642.67,9068
2025-04-01,642.28,661.82,639.75,652.15,45770
2025-04-02,652.51,660.41,645.58,653.04,43939
2025-04-03,649.47,659.59,648.63,655.67,23346
2025-04-04,656.54,674.89,648.53,667.68,10437
2025-04-07,667.27,672.49,658.77,665.62,18733
2025-04-08,667.26,681.79,661.17,677.61,16352
2025-04-09,673.95,682.42,669.54,673.42,29514
2025-04-10,671.75,681.41,664.13,673.97,41027
2025-04-11,672.1,676.56,655.65,661.91,20099
2025-04-14,668.19,685.54,660.6,679.59,30139
2025-04-15,679.29,686.56,674.9,675.64,24780
2025-04-16,680.96,683.87,671.28,672.0,48668
2025-04-17,667.85,681.87,661.33,678.0,49361
2025-04-18,677.66,694.75,674.97,690.55,47180
2025-04-21,690.09,710.2,683.38,700.28,20037
2025-04-22,703.47,703.8,692.58,696.79,21417
2025-04-23,696.15,699.91,692.06,696.92,25140
2025-04-24,698.36,715.9,696.29,711.41,28079
2025-04-25,718.48,739.62,713.35,729.25,26344
2025-04-28,730.05,736.11,719.96,733.28,26073
2025-04-29,730.83,731.03,723.88,724.69,45182
2025-04-30,721.04,737.3,716.09,729.24,41532
2025-05-01,727.0,736.91,719.67,728.49,36411
2025-05-02,722.25,727.6,708.4,712.43,15277
2025-05-05,717.05,725.95,711.18,725.08,14331
2025-05-06,721.2,747.26,718.84,736.56,11796
2025-05-07,738.93,746.19,728.91,740.8,47018
2025-05-08,737.52,747.62,729.79,737.78,46468
2025-05-09,738.31,757.55,729.2,754.5,35628
2025-05-12,759.17,775.92,750.16,767.19,10487
2025-05-13,764.79,789.82,759.82,778.83,21040
2025-05-14,783.04,793.0,782.99,788.97,35596
2025-05-15,785.41,803.65,778.74,798.62,34368
2025-05-16,804.97,825.24,796.1,814.59,35707
2025-05-19,814.91,818.63,791.75,801.5,9911
2025-05-20,807.62,821.96,806.8,810.02,14700
2025-05-21,803.28,815.64,791.25,806.71,36085
2025-05-22,811.93,819.84,804.48,815.91,14340
2025-05-23,809.85,816.96,791.03,800.86,23753
2025-05-26,793.36,799.12,787.15,791.1,44218
2025-05-27,790.01,796.97,781.39,790.15,40259
2025-05-28,787.15,806.25,776.33,801.86,8382
2025-05-29,802.81,820.83,797.13,812.08,9875
2025-05-30,807.71,822.37,799.89,816.85,14098
2025-06-02,821.55,832.89,812.06,812.84,38553
2025-06-03,810.59,812.13,795.32,798.01,46524
2025-06-04,804.94,815.62,802.65,813.7,44596
2025-06-05,818.08,830.18,812.36,819.16,49819
2025-06-06,811.22,830.67,802.6,819.94,37075
2025-06-09,813.53,823.46,808.52,821.81,16305
2025-06-10,827.58,840.14,824.92,829.45,43699
2025-06-11,835.66,849.62,835.47,843.98,6900
2025-06-12,841.48,842.11,839.14,840.68,36215
2025-06-13,834.04,836.28,822.34,835.47,29321
2025-06-16,829.11,836.75,801.97,813.8,14742
2025-06-17,818.47,835.96,811.18,829.05,9195
2025-06-18,832.8,833.11,822.55,824.56,3942
2025-06-19,828.82,849.1,827.72,845.87,4122
2025-06-20,838.18,843.43,812.57,823.01,45679
2025-06-23,817.99,833.71,807.54,829.02,6460
2025-06-24,835.66,847.52,819.84,830.26,13660
2025-06-25,829.4,832.39,826.45,829.77,13515
2025-06-26,824.98,831.12,805.82,815.3,28041
2025-06-27,813.2,823.45,801.5,812.5,28088
2025-06-30,816.12,818.35,801.19,810.67,15176
2025-07-01,818.44,840.05,809.25,829.08,5804
2025-07-02,822.58,835.59,821.64,831.41,13362
2025-07-03,836.76,852.39,827.3,841.85,28395
2025-07-04,838.02,849.13,829.71,835.68,49107
2025-07-07,835.74,842.97,825.75,829.6,5626
2025-07-08,836.36,861.34,834.26,849.48,12861
2025-07-09,852.03,856.89,840.98,854.39,44572
2025-07-10,854.23,863.43,844.18,847.56,12705
2025-07-11,844.85,852.29,837.75,845.02,21316
2025-07-14,837.82,839.27,832.15,833.81,34824
2025-07-15,832.45,837.15,826.21,827.19,31480
2025-07-16,830.96,857.29,819.39,845.48,14616
2025-07-17,849.82,862.58,847.18,851.21,38301
2025-07-18,857.04,863.39,844.09,850.32,40612
2025-07-21,858.26,869.73,848.64,851.47,5948
2025-07-22,857.39,859.28,843.5,846.38,3095
2025-07-23,844.4,861.56,839.99,852.65,19592
2025-07-24,846.39,859.64,842.87,859.0,8440
2025-07-25,861.61,881.3,860.95,879.01,10497
2025-07-28,876.56,880.76,866.27,876.58,29318
2025-07-29,877.92,896.14,866.35,891.0,40603
2025-07-30,895.88,921.1,890.3,910.3,10917
2025-07-31,912.76,945.84,906.39,932.53,13199
2025-08-01,940.55,957.48,938.91,948.82,3125
2025-08-04,950.54,951.88,942.02,944.8,31911
2025-08-05,946.26,959.88,930.7,937.1,19587
2025-08-06,930.79,946.99,927.86,935.22,7422
2025-08-07,928.32,938.73,918.54,925.08,35230
2025-08-08,918.43,942.12,913.7,937.07,5496
2025-08-11,928.69,936.09,924.43,926.9,11205
2025-08-12,921.15,926.37,898.97,907.46,48247
2025-08-13,900.83,908.84,882.68,894.84,10388
2025-08-14,887.85,909.32,878.42,897.46,31726
2025-08-15,898.25,912.71,891.59,902.93,4732
2025-08-18,906.34,909.85,888.57,895.14,37088
2025-08-19,896.63,900.74,868.55,879.79,7652
2025-08-20,876.05,889.08,864.76,883.53,29511
2025-08-21,883.74,897.56,879.16,896.6,22375
2025-08-22,895.48,896.09,891.88,892.38,23475
2025-08-25,886.68,892.79,868.93,880.76,18646
2025-08-26,889.28,899.31,865.83,875.86,48544
2025-08-27,878.44,884.03,858.78,862.3,16632
2025-08-28,863.95,869.7,854.48,860.58,22089
2025-08-29,863.32,871.15,842.85,855.12,12982
2025-09-01,861.71,877.25,858.04,874.65,18804
2025-09-02,874.18,884.11,853.06,865.44,33898
2025-09-03,873.23,900.36,860.78,890.26,22331
2025-09-04,898.82,903.29,880.58,889.87,14606
2025-09-05,883.52,891.88,871.16,886.67,32110
2025-09-08,878.56,895.56,869.64,885.53,45647
2025-09-09,880.93,888.07,874.33,877.49,24130
2025-09-10,881.9,890.81,865.82,867.1,44443
2025-09-11,860.56,867.66,840.53,844.2,5137
2025-09-12,842.59,846.47,825.99,837.97,7505
2025-09-15,830.22,833.29,810.9,821.38,16800
2025-09-16,816.4,826.29,799.85,804.11,41251
2025-09-17,808.45,817.89,792.57,803.09,30326
2025-09-18,804.37,812.77,785.44,794.87,10851
2025-09-19,795.33,802.78,791.13,799.23,25662
2025-09-22,795.91,814.52,788.23,812.73,36222
2025-09-23,807.55,811.67,793.02,799.04,27045
2025-09-24,794.61,822.72,785.65,811.26,42784
2025-09-25,810.11,822.86,808.35,819.16,49537
2025-09-26,814.43,824.85,805.58,820.16,3093
2025-09-29,824.33,829.07,803.2,812.0,35433
2025-09-30,806.63,824.47,796.73,823.35,26176
2025-10-01,827.53,836.56,813.11,825.02,16386
2025-10-02,827.84,831.8,807.68,819.22,37029
2025-10-03,816.72,823.76,804.66,810.56,34568
2025-10-06,816.62,822.97,815.26,818.5,21097
2025-10-07,821.44,830.23,806.09,808.24,34243
2025-10-08,812.57,836.37,807.06,829.54,33288
2025-10-09,832.17,838.41,821.11,830.07,47452
2025-10-10,827.59,834.23,811.95,818.76,41825
2025-10-13,818.8,827.78,811.33,815.36,30330
2025-10-14,814.42,837.22,808.77,825.5,19916
2025-10-15,831.74,859.91,826.79,847.99,40786
2025-10-16,843.73,845.08,829.14,835.17,44030
2025-10-17,836.41,844.93,835.85,840.02,24215
2025-10-20,837.38,861.47,829.38,856.29,40499
2025-10-21,850.37,853.5,829.34,836.8,42048
2025-10-22,838.44,847.04,827.91,837.67,48904
2025-10-23,831.62,846.04,824.82,843.76,19984
2025-10-24,848.92,855.3,834.8,845.15,30693
2025-10-27,844.57,865.74,843.25,857.9,13028
2025-10-28,859.26,876.54,847.3,867.13,24137
2025-10-29,872.16,881.0,864.0,865.96,7767
2025-10-30,859.48,865.32,840.16,847.73,15513
2025-10-31,843.56,861.2,841.52,857.66,23272
2025-11-03,864.43,871.2,845.44,854.47,42975
2025-11-04,849.08,851.46,836.89,847.79,32776
2025-11-05,849.24,863.29,837.61,861.11,49785
