date,open,high,low,close,volume
2025-01-02,552.28,557.88,546.52,556.13,36022
2025-01-03,559.65,565.82,555.9,563.53,45806
2025-01-06,566.8,577.16,561.6,572.07,48825
2025-01-07,567.08,575.62,560.97,571.56,48231
2025-01-08,574.33,583.74,570.47,580.94,44139
2025-01-09,582.33,585.73,575.39,582.75,42273
2025-01-10,582.38,583.34,572.33,580.32,22656
2025-01-13,585.06,591.19,576.75,583.7,11757
2025-01-14,583.72,591.14,570.05,578.45,22522
2025-01-15,578.74,595.36,571.8,592.21,36900
2025-01-16,597.95,599.57,586.64,589.37,29060
2025-01-17,587.42,588.07,572.73,581.18,21698
2025-01-20,583.63,590.67,577.73,578.63,27396
2025-01-21,577.23,591.84,569.4,589.74,20319
2025-01-22,592.7,598.85,585.22,596.93,15567
2025-01-23,597.27,597.8,591.45,596.96,48937
2025-01-24,599.63,606.36,590.63,593.65,38571
2025-01-27,593.67,607.59,586.14,604.58,49124
2025-01-28,601.91,611.6,600.5,609.4,29671
2025-01-29,608.86,625.49,608.39,618.75,7542
2025-01-30,620.27,628.35,616.4,617.94,32274
2025-01-31,621.87,624.43,612.82,619.4,49687
2025-02-03,618.53,620.24,608.96,617.16,42711
2025-02-04,613.97,614.56,607.51,613.76,49509
2025-02-05,609.68,617.57,602.37,615.58,38032
2025-02-06,615.27,619.66,609.5,617.12,17606
2025-02-07,612.93,629.39,608.3,624.01,36330
2025-02-10,623.19,625.76,620.16,621.49,17600
2025-02-11,618.4,626.55,617.71,618.14,19292
2025-02-12,612.48,618.15,610.53,615.39,18934
2025-02-13,617.93,627.51,617.5,625.4,14019
2025-02-14,627.18,630.1,621.97,628.25,31906
2025-02-17,631.78,636.19,630.58,633.0,26869
2025-02-18,627.86,633.9,626.33,627.03,43684
2025-02-19,623.86,629.1,620.32,626.77,23809
2025-02-20,623.35,625.7,620.14,625.11,26337
2025-02-21,619.65,628.54,612.12,622.49,32594
2025-02-24,621.88,626.05,615.68,618.74,5566
2025-02-25,624.29,638.23,617.42,629.13,25435
2025-02-26,626.33,628.41,609.12,615.93,34661
2025-02-27,620.96,627.01,606.89,613.49,4519
2025-02-28,611.46,615.83,597.86,604.19,47644
2025-03-03,598.81,607.95,596.36,606.5,23853
2025-03-04,609.85,618.91,601.21,612.7,42795
2025-03-05,607.76,621.2,601.55,619.9,42592
2025-03-06,615.11,619.62,602.88,604.73,46112
2025-03-07,606.06,618.06,599.51,616.28,3790
2025-03-10,616.67,629.75,607.91,623.9,25526
2025-03-11,626.4,631.92,617.27,628.63,19494
2025-03-12,633.62,644.9,627.06,644.44,38410
2025-03-13,644.11,652.86,627.87,631.7,25219
2025-03-14,637.49,639.45,626.64,629.73,28762
2025-03-17,630.56,632.9,620.79,628.32,44243
2025-03-18,628.29,633.17,616.44,624.04,17660
2025-03-19,629.2,642.79,622.08,640.76,30376
2025-03-20,638.57,654.48,637.46,651.49,47959
2025-03-21,650.88,659.83,644.6,655.07,49023
2025-03-24,652.12,667.95,650.41,659.9,7733
