date,open,high,low,close,volume
2025-01-02,507.71,516.85,501.88,514.57,18715
2025-01-03,511.0,518.19,505.7,508.68,28761
2025-01-06,505.58,519.69,502.7,516.4,48626
2025-01-07,512.06,521.97,504.47,517.82,21732
2025-01-08,521.84,526.72,516.61,521.73,40750
2025-01-09,523.14,529.65,513.6,516.1,7290
2025-01-10,520.48,524.46,510.29,514.97,6093
2025-01-13,516.13,517.71,506.4,509.51,41035
2025-01-14,508.16,517.9,506.31,517.51,32405
2025-01-15,522.28,530.36,517.67,527.3,42356
2025-01-16,530.18,536.65,519.57,522.57,32095
2025-01-17,521.91,528.53,514.77,528.43,28980
2025-01-20,525.21,526.92,516.2,518.68,3393
2025-01-21,523.69,536.76,516.56,530.45,18390
2025-01-22,527.69,532.11,517.17,523.41,37761
2025-01-23,519.94,525.39,512.73,516.25,16019
2025-01-24,514.53,521.46,508.1,512.08,22470
2025-01-27,512.39,518.85,506.54,515.58,35787
2025-01-28,519.82,520.19,516.83,517.89,21433
2025-01-29,518.28,524.02,513.08,514.65,9570
2025-01-30,510.37,519.89,509.53,517.5,12574
2025-01-31,517.07,526.82,509.81,525.01,48140
2025-02-03,524.23,526.12,514.76,520.58,10476
2025-02-04,525.46,537.7,520.25,535.55,20952
2025-02-05,537.43,546.74,536.98,543.99,48754
2025-02-06,540.0,540.29,535.05,535.87,20550
2025-02-07,536.14,536.21,530.07,532.98,19814
2025-02-10,534.88,541.16,525.84,531.46,39543
2025-02-11,528.86,530.31,518.2,523.81,35708
2025-02-12,522.97,536.92,522.39,531.76,23754
2025-02-13,529.84,533.06,514.54,520.74,21542
2025-02-14,523.39,530.76,512.31,517.34,4128
2025-02-17,521.94,525.69,506.96,512.73,47977
2025-02-18,509.65,517.58,509.04,515.92,40760
2025-02-19,513.74,519.22,507.72,510.67,9909
2025-02-20,510.62,514.88,508.98,513.76,27751
2025-02-21,516.94,522.93,516.61,519.31,13208
2025-02-24,521.46,531.09,517.85,530.91,7366
2025-02-25,532.9,539.74,520.67,526.3,40476
2025-02-26,525.14,529.02,516.11,523.37,46714
2025-02-27,519.03,524.14,511.39,518.05,18068
2025-02-28,515.17,519.54,513.09,514.77,4532
2025-03-03,512.44,513.07,508.19,512.25,26585
2025-03-04,515.98,526.24,509.1,525.27,8505
2025-03-05,528.57,533.54,520.77,529.97,38593
2025-03-06,532.82,537.22,523.81,530.91,3317
2025-03-07,527.02,528.05,518.07,521.02,6669
2025-03-10,519.1,528.73,513.93,525.87,14859
2025-03-11,524.29,526.28,516.82,524.91,4293
2025-03-12,529.08,535.92,518.01,525.68,17929
2025-03-13,524.36,534.15,517.69,533.4,15110
2025-03-14,535.3,538.45,531.55,532.84,42539
2025-03-17,529.95,534.91,513.57,519.73,3028
2025-03-18,519.32,524.14,515.39,524.14,33539
2025-03-19,529.22,535.25,516.02,522.24,15395
2025-03-20,519.79,523.62,509.54,513.86,5609
2025-03-21,515.86,522.42,502.15,508.73,24801
2025-03-24,511.14,516.59,497.45,501.66,5418
2025-03-25,505.26,511.34,490.39,495.8,15053
2025-03-26,498.55,501.75,491.78,492.73,39128
2025-03-27,497.02,513.53,489.88,507.01,48279
2025-03-28,505.9,508.84,502.55,504.1,48935
2025-03-31,506.57,510.02,490.84,497.56,4026
2025-04-01,502.17,507.48,496.52,501.22,27180
2025-04-02,499.44,502.26,496.44,498.45,6459
2025-04-03,496.87,499.69,494.5,496.88,30930
2025-04-04,499.95,504.92,485.54,492.53,41148
2025-04-07,497.29,511.12,496.56,507.28,23450
2025-04-08,508.29,508.73,500.38,504.99,13117
2025-04-09,504.89,505.68,492.87,496.45,49134
2025-04-10,497.43,507.66,493.75,507.26,25006
2025-04-11,505.39,510.75,500.28,503.79,44716
2025-04-14,503.72,511.14,496.12,499.78,16889
2025-04-15,497.19,500.01,482.39,489.1,10484
2025-04-16,491.98,495.62,483.08,488.51,44921
2025-04-17,493.1,508.81,485.9,501.45,14996
2025-04-18,503.95,504.63,496.55,496.57,46986
2025-04-21,492.7,506.61,486.76,501.68,40370
2025-04-22,501.41,504.46,494.07,494.68,29684
2025-04-23,498.5,506.1,493.69,503.18,31232
2025-04-24,506.45,510.07,501.83,507.01,14277
2025-04-25,506.33,510.57,493.66,499.59,28831
2025-04-28,503.37,517.33,500.68,510.48,18056
2025-04-29,510.39,519.82,506.08,517.49,18253
2025-04-30,513.84,527.41,508.89,524.56,15262
2025-05-01,525.41,535.15,524.37,530.44,39146
2025-05-02,527.86,532.14,523.88,528.35,24821
2025-05-05,524.67,536.36,524.13,530.56,22727
2025-05-06,526.01,526.57,523.9,526.36,17744
2025-05-07,531.49,532.39,531.26,531.82,28692
2025-05-08,535.89,549.37,533.12,544.53,38049
2025-05-09,541.97,559.38,534.72,551.54,19461
2025-05-12,555.97,561.09,547.2,555.28,12938
2025-05-13,556.19,556.57,550.18,550.94,22045
2025-05-14,546.94,553.43,545.72,549.45,48795
2025-05-15,545.71,548.78,537.59,543.38,41820
2025-05-16,541.4,549.4,533.31,544.95,19108
2025-05-19,550.05,566.07,547.65,558.21,14298
2025-05-20,558.85,561.86,554.55,557.62,44857
2025-05-21,552.16,561.59,547.58,559.29,12508
2025-05-22,564.51,567.92,553.9,556.76,38372
2025-05-23,559.47,561.31,549.84,549.87,46377
2025-05-26,552.72,557.94,546.59,552.65,17877
2025-05-27,549.15,550.9,544.63,545.41,44379
2025-05-28,547.98,557.89,545.62,551.32,5998
2025-05-29,555.53,559.32,546.18,548.77,38121
2025-05-30,547.32,556.26,547.29,550.35,12816
2025-06-02,550.82,560.09,549.74,555.04,18994
2025-06-03,556.55,572.22,555.52,563.77,25995
2025-06-04,565.71,575.26,562.76,571.73,31702
2025-06-05,573.17,581.56,564.57,579.92,25258
2025-06-06,584.78,591.34,580.61,583.58,33557
2025-06-09,587.66,593.93,574.91,583.39,15334
2025-06-10,586.62,591.09,574.53,580.92,32958
2025-06-11,575.73,577.77,567.91,571.59,17762
2025-06-12,570.29,575.48,559.8,564.95,10316
2025-06-13,570.19,572.96,559.98,562.93,47872
2025-06-16,564.08,571.2,557.01,567.21,9995
2025-06-17,567.86,572.84,558.26,566.27,37581
2025-06-18,561.02,563.05,550.69,554.08,19483
2025-06-19,556.44,573.46,553.62,567.82,5563
2025-06-20,562.7,568.07,553.94,557.0,37145
2025-06-23,555.19,566.77,553.27,561.45,5947
2025-06-24,556.98,560.41,545.5,548.51,35486
2025-06-25,553.14,561.12,551.1,553.81,24831
2025-06-26,552.41,555.91,549.56,553.82,12282
