date,open,high,low,close,volume
2025-01-02,274.89,276.18,272.37,272.68,27509
2025-01-03,270.95,275.55,269.76,271.74,39733
2025-01-06,271.29,274.0,264.43,268.25,29806
2025-01-07,269.51,271.32,266.72,269.4,38242
2025-01-08,271.23,272.69,263.23,266.82,34430
2025-01-09,264.83,265.29,262.4,262.96,21570
2025-01-10,262.37,267.76,260.0,264.44,14075
2025-01-13,262.84,266.75,259.09,260.63,7419
2025-01-14,262.63,264.96,260.64,262.72,16660
2025-01-15,263.43,265.33,259.75,263.44,17561
2025-01-16,265.82,267.94,262.85,264.78,44276
2025-01-17,264.35,266.04,262.91,264.05,11643
2025-01-20,263.71,266.37,263.15,266.13,24185
2025-01-21,264.47,264.54,263.26,263.34,22158
2025-01-22,261.83,264.43,260.72,263.9,33244
2025-01-23,265.45,269.14,260.61,262.36,39143
2025-01-24,263.1,269.77,261.25,268.69,41607
2025-01-27,270.51,278.3,268.64,274.29,36469
2025-01-28,275.5,283.22,274.03,279.1,6411
2025-01-29,279.76,287.99,279.73,285.46,47958
2025-01-30,283.37,287.89,282.65,283.73,16661
2025-01-31,285.88,295.7,285.1,291.72,39122
2025-02-03,293.14,296.33,289.8,291.03,45854
2025-02-04,290.63,298.08,286.84,293.93,17142
2025-02-05,294.05,303.34,289.66,300.51,17919
2025-02-06,303.32,305.05,299.48,303.11,49154
2025-02-07,300.92,302.9,297.47,302.8,49152
2025-02-10,301.64,304.09,298.81,300.5,25652
2025-02-11,297.97,298.11,293.69,294.44,7364
2025-02-12,296.16,299.56,287.48,291.76,40823
2025-02-13,293.99,301.32,292.9,300.04,12932
2025-02-14,297.6,303.73,296.36,302.51,15949
2025-02-17,300.5,307.12,300.03,303.85,47581
2025-02-18,304.92,308.7,299.52,300.76,18616
2025-02-19,300.45,304.13,296.92,298.32,5490
2025-02-20,296.04,300.52,292.31,299.8,32857
2025-02-21,301.07,305.11,298.09,300.66,13845
2025-02-24,302.53,304.57,300.5,301.24,18784
2025-02-25,303.85,306.43,299.19,303.7,25382
2025-02-26,303.09,303.22,299.28,300.43,14182
2025-02-27,298.36,305.66,295.94,304.24,41998
2025-02-28,305.86,311.7,305.51,310.25,24357
2025-03-03,308.28,312.61,300.93,304.02,20688
2025-03-04,302.66,307.07,299.43,303.51,13509
2025-03-05,301.97,306.28,299.11,299.56,9623
2025-03-06,296.95,304.33,295.17,301.79,16156
2025-03-07,303.99,305.56,299.02,300.56,13051
2025-03-10,301.38,303.82,300.5,301.84,4814
2025-03-11,302.88,310.39,298.97,306.66,32253
2025-03-12,304.72,304.84,301.53,304.13,35386
2025-03-13,302.37,305.57,298.66,304.25,22408
2025-03-14,307.15,310.9,302.73,305.58,7846
2025-03-17,306.62,309.69,305.57,305.59,40636
2025-03-18,303.27,305.74,301.29,302.42,41387
2025-03-19,300.77,304.6,299.22,299.84,3877
2025-03-20,297.49,302.57,296.85,299.14,30737
2025-03-21,300.9,304.01,297.73,302.61,37625
2025-03-24,299.95,309.35,295.89,306.02,39491
2025-03-25,303.95,308.11,299.15,301.23,10941
